id,Exited
165034,0.07706016983516348
165035,0.8936716396999985
165036,0.2616941033436188
165037,0.4742819281419143
165038,0.628054124762507
165039,0.21985362022881344
165040,0.24534967150765083
165041,0.4764704035841472
165042,0.830699963750354
165043,0.04461544410150196
165044,0.22777603154072842
165045,0.2721031185090683
165046,0.06997540543220665
165047,0.4286339897622732
165048,0.8241554217119539
165049,0.3039625625668541
165050,0.135624984830138
165051,0.5391888918486263
165052,0.12028199303984599
165053,0.30036608190208475
165054,0.10782305785519891
165055,0.28345996064899937
165056,0.4321658474600572
165057,0.05848221764519719
165058,0.7245711236463673
165059,0.42319364670864384
165060,0.9456872572122023
165061,0.6477802607369745
165062,0.3471332744209282
165063,0.59271601435272
165064,0.13483601208759796
165065,0.3026355511793742
165066,0.3366143031579545
165067,0.5332175543909828
165068,0.1842533008321982
165069,0.05897270870173349
165070,0.8319344046167936
165071,0.2598393803084165
165072,0.277867297555699
165073,0.929772202225541
165074,0.7604697638115859
165075,0.5332811157967582
165076,0.6821897093156667
165077,0.07903496261913188
165078,0.6448582159088655
165079,0.6885397592638923
165080,0.08520988024182567
165081,0.07142938321677367
165082,0.02759364679167018
165083,0.6857242939894796
165084,0.3905725408993783
165085,0.0418097120000042
165086,0.0895246547203861
165087,0.7409124367363351
165088,0.19586779339267424
165089,0.48099542789350025
165090,0.3073786358322266
165091,0.16383482114079215
165092,0.25995470680814875
165093,0.24641500896090202
165094,0.12025719236172279
165095,0.5730313404779366
165096,0.5563095871884607
165097,0.3904034304383951
165098,0.17812195512715645
165099,0.07258041544843466
165100,0.9053808842563117
165101,0.26764230928826777
165102,0.19019164284015846
165103,0.1075741371740791
165104,0.43542302590231174
165105,0.7422842519957945
165106,0.6762697623031908
165107,0.4590150489218866
165108,0.2020769084658263
165109,0.7563077008919546
165110,0.1257621317338095
165111,0.4241592670986361
165112,0.4578806793663186
165113,0.2281712680679347
165114,0.12898337032774324
165115,0.18606940512987877
165116,0.5767795005628906
165117,0.24052079808342533
165118,0.6239494746731804
165119,0.5481088414975887
165120,0.3142301852922826
165121,0.715496493927379
165122,0.5140708762088423
165123,0.2197461025366937
165124,0.5905796466993085
165125,0.08965574862012292
165126,0.20051230964687772
165127,0.1308222228229722
165128,0.16117618992546293
165129,0.12050254702293635
165130,0.12608293595479284
165131,0.06205269833599713
165132,0.5577973479778512
165133,0.3688510970090339
165134,0.0917783638453479
165135,0.43863451221340094
165136,0.03354282505450357
165137,0.8107735549029785
165138,0.8618800471673577
165139,0.8574443078119467
165140,0.5831651475765487
165141,0.21971000460598697
165142,0.04393767389808348
165143,0.3226976809756045
165144,0.4103424902096333
165145,0.7273512819138808
165146,0.31816735996734535
165147,0.38042423019854044
165148,0.5800408385248327
165149,0.23101685268147562
165150,0.08912871738820562
165151,0.9006479200209377
165152,0.7482191792241544
165153,0.46095753893302055
165154,0.21100852896218245
165155,0.18511045776737747
165156,0.0967556636071954
165157,0.2494410912661308
165158,0.6412931249488363
165159,0.5522142285412781
165160,0.2748200120634864
165161,0.1398637319305814
165162,0.8797200278775645
165163,0.18016153558272802
165164,0.1958435572645668
165165,0.6774132242032427
165166,0.9589013771798811
165167,0.33252458529477485
165168,0.3180370674847785
165169,0.2399157246718582
165170,0.28635638007113184
165171,0.5176816551185778
165172,0.7309210366665924
165173,0.5833005630857085
165174,0.1534817969988684
165175,0.5697414828140958
165176,0.20078330367021907
165177,0.2393978229108393
165178,0.6338385258052572
165179,0.8360451637495754
165180,0.20792910470222473
165181,0.9206995620172105
165182,0.4290309319681777
165183,0.10400904062709196
165184,0.3921261811435842
165185,0.21094332387219855
165186,0.06941523272468784
165187,0.5054172575462185
165188,0.9511789224510381
165189,0.13703621743265731
165190,0.06709349122698054
165191,0.24183396737013438
165192,0.5041318997090476
165193,0.48590485286589447
165194,0.5631274966492611
165195,0.5010099173139861
165196,0.5101520703038822
165197,0.9136147016045995
165198,0.8966611462042035
165199,0.10516886141426579
165200,0.6240026381225448
165201,0.8719811920592592
165202,0.8950383535003522
165203,0.893963861565543
165204,0.7830607437111544
165205,0.20559284720977275
165206,0.3952746046567273
165207,0.5504254465842623
165208,0.1280330609184371
165209,0.3935492287184394
165210,0.7554108780120471
165211,0.9167950058252392
165212,0.17425982364675732
165213,0.33664263744725587
165214,0.9632367616601232
165215,0.5852977515882344
165216,0.39538614736360095
165217,0.048138574263935634
165218,0.09481052351841987
165219,0.9192502310110164
165220,0.49642716956885796
165221,0.4511346830054149
165222,0.7497731057547079
165223,0.1678525743860475
165224,0.08104412132143367
165225,0.9247941729138046
165226,0.8499372970044594
165227,0.5460480354704017
165228,0.541783821919544
165229,0.6999050232851212
165230,0.7699397953025493
165231,0.13904916221987615
165232,0.033353293600392984
165233,0.4040440753424602
165234,0.20035008136833343
165235,0.10720757181086683
165236,0.7723624182231903
165237,0.05820196086788199
165238,0.49813058156952317
165239,0.1959433168593474
165240,0.10264643813586943
165241,0.05310098684860599
165242,0.6073149535575822
165243,0.23288852642047708
165244,0.8851904475137434
165245,0.04962583125936208
165246,0.19369346063765705
165247,0.19286678010884242
165248,0.2767220162243477
165249,0.42785276240452497
165250,0.11356816217487066
165251,0.10786716225905653
165252,0.6416805518922634
165253,0.7234424440482977
165254,0.17065973267473097
165255,0.272309263844966
165256,0.674091912167436
165257,0.15936309323018594
165258,0.026883101915498985
165259,0.6733599896196307
165260,0.8264947036706036
165261,0.892583070533543
165262,0.7755952508733487
165263,0.11950428933146068
165264,0.1061021336578392
165265,0.08705737977547541
165266,0.03909984174152859
165267,0.6110555487996725
165268,0.5837977996862797
165269,0.8230134577786814
165270,0.6660322031516259
165271,0.20695306968241547
165272,0.8259033005458486
165273,0.4079392427049047
165274,0.28017576512863
165275,0.769351177347638
165276,0.3319086150137524
165277,0.6139764051867207
165278,0.933925907364045
165279,0.45511709531000044
165280,0.14655568779664474
165281,0.07963162483159633
165282,0.289934723814976
165283,0.04172272633246916
165284,0.57255947455463
165285,0.6132271979980481
165286,0.3084924885557914
165287,0.1416084500274901
165288,0.20384795829095514
165289,0.16408713943401776
165290,0.22613778472804816
165291,0.29674861590759677
165292,0.6125148916894791
165293,0.826091988854475
165294,0.05612664457638382
165295,0.2382949580649928
165296,0.15689689473219176
165297,0.0867319690297301
165298,0.061080504076760155
165299,0.3347016777369686
165300,0.7429449766062545
165301,0.15144155807067397
165302,0.6158868893761541
165303,0.1393670669206841
165304,0.025029734138793825
165305,0.04360597573452184
165306,0.1442535678575428
165307,0.4326902025190336
165308,0.20418754954669513
165309,0.32540213669108253
165310,0.40351827271949936
165311,0.29817139300109213
165312,0.9150708011210646
165313,0.2228703760832838
165314,0.2271980075055943
165315,0.6573148344647877
165316,0.27215053281813134
165317,0.03543326189329275
165318,0.816054377329673
165319,0.30012472950102803
165320,0.23571034808141872
165321,0.39327693554483484
165322,0.13478836936568997
165323,0.40247541982827895
165324,0.5724185453951693
165325,0.659808567168073
165326,0.6641345697740725
165327,0.3838098320205384
165328,0.5846537754534623
165329,0.14895345866166965
165330,0.2673027878172621
165331,0.3153783993291847
165332,0.8291357543729416
165333,0.11586378369222163
165334,0.046860605434653785
165335,0.2112849213978511
165336,0.5673692228585634
165337,0.37590430132876573
165338,0.4591564823869576
165339,0.5810772809963516
165340,0.24519016214550596
165341,0.24972016843443084
165342,0.19761265610460965
165343,0.036195866869725354
165344,0.2980852547918231
165345,0.2366477006326193
165346,0.9626699738504316
165347,0.4378095577322944
