id,Exited
165034,0.043463527968341326
165035,0.8711146460398685
165036,0.10276819114510678
165037,0.26618838060975264
165038,0.3629355683611129
165039,0.08687634205278934
165040,0.10085875091652137
165041,0.20636835622443347
165042,0.6925501460116464
165043,0.021347248310014878
165044,0.18281190945057768
165045,0.10200229055560561
165046,0.03231200769403229
165047,0.24136319636442005
165048,0.6922591587620098
165049,0.12951265086149663
165050,0.10831644248580947
165051,0.45903103213640756
165052,0.053667279728702895
165053,0.17813222555058508
165054,0.045865291803955995
165055,0.1484409474479443
165056,0.26657818926210036
165057,0.023682888267498356
165058,0.5522659109683499
165059,0.25661788832577087
165060,0.95190601560086
165061,0.6087414723906687
165062,0.20406438692521486
165063,0.4160571125005426
165064,0.061966705143953214
165065,0.1280613173049861
165066,0.24702877239988752
165067,0.2522743673284947
165068,0.08315052062701583
165069,0.025880314611401427
165070,0.7825676077276084
165071,0.10660898540766621
165072,0.17221955489075902
165073,0.9155735041352294
165074,0.5638703430596058
165075,0.248618623785711
165076,0.33765148276723056
165077,0.03239353583781742
165078,0.40574867003742526
165079,0.3450036111716221
165080,0.03479925515394505
165081,0.052881167387816945
165082,0.013905195245134935
165083,0.5845127797890738
165084,0.17296095747135376
165085,0.01876314009066961
165086,0.03852046148192712
165087,0.5880331111009269
165088,0.08943929708343563
165089,0.23404794781001817
165090,0.1636065726705617
165091,0.0732296827376463
165092,0.11049027532271978
165093,0.1645490192368914
165094,0.054010890970098
165095,0.25163311522286547
165096,0.4692017762776049
165097,0.2169298222798652
165098,0.0889050761435789
165099,0.0344925638188627
165100,0.8493860196173516
165101,0.12945646866268687
165102,0.188964587884332
165103,0.05142552187856758
165104,0.3143091433566915
165105,0.6177589678029363
165106,0.5130769957291833
165107,0.20247452892019477
165108,0.07820648605960237
165109,0.46990801170028923
165110,0.1097518715622607
165111,0.15981908196103325
165112,0.1852057224410684
165113,0.0865262304552978
165114,0.05043552418586678
165115,0.08258969988527375
165116,0.4396903300975006
165117,0.09735458684654237
165118,0.4771152578065094
165119,0.28865851943419274
165120,0.14835707689661365
165121,0.46145781059468854
165122,0.33299034350637047
165123,0.1323693870055967
165124,0.2876408468928661
165125,0.0677870527016362
165126,0.08947155331631644
165127,0.05095933170643768
165128,0.06646090084439896
165129,0.05813589381295848
165130,0.5906237467378407
165131,0.04172939474183501
165132,0.3016902677462197
165133,0.20859262226393552
165134,0.03732455679383346
165135,0.18684378606426708
165136,0.016017264433739395
165137,0.5445337725974805
165138,0.6464479745467706
165139,0.6976166387020867
165140,0.28147190181307075
165141,0.09213486950580724
165142,0.019175747382380075
165143,0.1867304690494752
165144,0.26015803930517517
165145,0.5235186887142934
165146,0.1915904472073676
165147,0.14959733085399074
165148,0.2455603030450313
165149,0.09478636287426301
165150,0.051035819797479655
165151,0.7380476877537245
165152,0.6174014768225157
165153,0.19384218547989993
165154,0.08529089118851557
165155,0.07870423903756052
165156,0.04099401496299857
165157,0.10006337907018742
165158,0.5127615458230529
165159,0.2753803258515482
165160,0.11959955941328937
165161,0.05900627388546276
165162,0.7939097421577087
165163,0.07347004111198045
165164,0.07779413959709164
165165,0.2849391598486669
165166,0.9217401367602274
165167,0.1688828022436235
165168,0.15048626227356462
165169,0.11455629674843783
165170,0.14245847600747838
165171,0.19505494619214117
165172,0.6375132031838477
165173,0.2588901578891082
165174,0.06033027399631746
165175,0.23436744382788674
165176,0.08033225207164105
165177,0.10665370214963595
165178,0.4867746636856152
165179,0.7141051995932081
165180,0.09618839955351875
165181,0.9097595712935931
165182,0.2751049706581277
165183,0.059152451936584284
165184,0.14284933648392753
165185,0.11883946422594398
165186,0.03963292324935724
165187,0.7963922363754093
165188,0.9265764961765176
165189,0.05443430651964564
165190,0.029980338050172996
165191,0.1368856802369951
165192,0.2736212276769184
165193,0.24997619474444055
165194,0.3981952638129192
165195,0.24103342694820792
165196,0.38551723039460245
165197,0.8008404293494843
165198,0.6860270132531494
165199,0.07421439325020224
165200,0.3656336727301201
165201,0.7087731025627221
165202,0.8484065017560917
165203,0.8255949769228422
165204,0.6703379270315885
165205,0.07767921064502338
165206,0.21367396384786766
165207,0.25464124049218
165208,0.06723986300150783
165209,0.25248051103859565
165210,0.5418533429283433
165211,0.9254611639863494
165212,0.08702130452054323
165213,0.1720298368661354
165214,0.9223858597629698
165215,0.44822936337345415
165216,0.15427196347552583
165217,0.020450711460873645
165218,0.03771561861029071
165219,0.8703090948292224
165220,0.3472518359680053
165221,0.19960386157986307
165222,0.4172829219758573
165223,0.1909512832522421
165224,0.04832886608681019
165225,0.9058361417599584
165226,0.8707336777582757
165227,0.32036357287018663
165228,0.26486902489030567
165229,0.545077160697063
165230,0.8301358263746641
165231,0.07673271014338985
165232,0.01570571289988684
165233,0.15348882632738156
165234,0.20680623586721633
165235,0.05225311624205566
165236,0.6356399586405516
165237,0.03173923734027615
165238,0.24743305454999642
165239,0.08800520287513551
165240,0.0399370996610924
165241,0.024221321776436645
165242,0.3320143377289692
165243,0.08909542116090312
165244,0.6365275411112394
165245,0.021178021245770274
165246,0.10203471127181146
165247,0.07657977189806141
165248,0.11894405407938569
165249,0.3511773975705083
165250,0.04393582026532867
165251,0.041070394697463576
165252,0.3374718312801582
165253,0.37330029357144784
165254,0.06566124226122971
165255,0.1891698452891394
165256,0.37353260083943035
165257,0.0754539939836502
165258,0.3586675536492605
165259,0.5221302415840557
165260,0.5263255384052902
